"Client","Campaign Name","Sent Date","Total Recipients","Opens","Open Rate","Clicks","Click Rate","CTR","Bounces","Unsubscriptions","Spam Complaints","Tags","Email Format","Time","Subject","Employment Status","Topic","Product Type","Date Entered","MoAf","Day","Covid","Size","Subject Length","Punctuation","lastChar","Duplicate","Techniques"
"Providence / St. Joseph","STJ_St_Jude_Legacy_2024-10",2024-10-26,3522,1321,38.57,7,0.2,0.53,97,29,5,"2024||Legacy","EmailBuilder","09:30:00","Shape your legacy. Secure our future.","Active","Wills","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",37,"Yes","Period","No","No"
"Providence / St. Joseph","STM_St_Mary_Legacy_2024-10",2024-10-26,352,126,37.28,3,0.89,2.38,14,4,1,"2024||Legacy","EmailBuilder","09:30:00","Shape your legacy. Secure our future.","Active","Wills","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",37,"Yes","Period","No","No"
"Providence / St. Joseph","MIS_CRT_TM_2025-05-10",2025-05-10,2220,1025,50.1,14,0.68,1.37,174,22,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","LCM_Little_Co_Mary_CRT_TM_2025-05-10",2025-05-10,1773,740,44.71,9,0.54,1.22,118,6,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Afternoon","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","SJO_St_Joseph_Hosp_Fnd_Orange_CRT_TM_2025-05-10",2025-05-10,1845,770,45.43,12,0.71,1.56,150,21,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","SJE_St_Joseph_Hosp_Fnd_Eureka_CRT_TM_2025-05-10",2025-05-10,262,86,37.23,3,1.3,3.49,31,3,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","RMF_Redwood_CRT_TM_2025-05-10",2025-05-10,141,52,42.62,2,1.64,3.85,19,1,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","PHC_Holy_Cross_CRT_TM_2025-05-10",2025-05-10,608,230,40,3,0.52,1.3,33,2,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","PTZ_Tarzana_CRT_TM_2025-05-10",2025-05-10,718,343,51.04,9,1.34,2.62,46,3,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","SRF_Santa_Rosa_CRT_TM_2025-05-10",2025-05-10,978,362,41.85,4,0.46,1.1,113,4,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","STM_St_Mary_CRT_TM_2025-05-10",2025-05-10,428,143,36.76,1,0.26,0.7,39,3,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","STJ_St_Jude_CRT_TM_2025-05-10",2025-05-10,3372,1221,39.03,14,0.45,1.15,244,32,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Providence / St. Joseph","PSJ_Saint_Joseph_Fnd_CRT_TM_2025-05-10",2025-05-10,1550,692,48.32,13,0.91,1.88,118,9,0,"2025||CRT","EmailBuilder","09:30:00","Make an impact.","Active","Trusts","Donor-Centric
Target Mailer",2025-06-09,"Morning","Saturday","Post-COVID","Small",15,"Yes","Period","No","No"
"Sacramento Philharmonic","Sacramento Philharmonic Visions 2025-4-11",2025-04-11,4402,2312,54.09,20,0.47,0.87,128,94,1,NA,"EmailBuilder","10:30:00","Turn Your IRA into a Force for Good","Active","IRA","Visions",2025-06-09,"Morning","Friday","Post-COVID","Large",35,"No","No Punctuation","No","No"
"Salvation Army Indiana","Salvation Army IN IRA 2024-10-29",2024-10-29,1665,377,32.84,6,0.52,1.59,517,13,8,NA,"EmailBuilder","09:30:00","Hope. Compassion. Love","Active","IRA","Donor-Centric
Target Mailer",2025-06-09,"Morning","Tuesday","Post-COVID","Small",22,"Yes","No Punctuation","No","No"
"Sayre School","Sayre School Website Launch 2025-03-20",2025-03-20,3607,1845,59.21,72,2.31,3.9,491,52,1,NA,"EmailBuilder","09:30:00","Empowering students to make their mark in the world.","Active","Web Launch","Donor-Centric
Postcard",2025-06-09,"Morning","Thursday","Post-COVID","Large",52,"Yes","Period","No","No"
"Sayre School","Sayre School Visions 2025-06-05",2025-06-05,3296,1868,61.31,34,1.12,1.82,249,32,0,"2025||IRA||Visions","EmailBuilder","09:30:00","Sayre School presents: Visions in Personal Planning","Active","IRA","Visions",2025-06-09,"Afternoon","Thursday","Post-COVID","Large",51,"Yes","No Punctuation","No","No"
"Second Presbyterian","2nd Pres Visions 2024-06-28",2024-06-28,1088,647,60.13,6,0.56,0.93,12,5,2,NA,"EmailBuilder","10:30:00","Your Legacy Journey","Active","Life Stages","Visions",2025-06-09,"Morning","Friday","Post-COVID","Small",19,"No","No Punctuation","No","No"
"Second Presbyterian","2nd Pres Visions 2024-12-13",2024-12-13,1263,809,64.72,19,1.52,2.35,13,3,0,NA,"EmailBuilder","09:31:00","Celebrate. Reflect. Give.","Active","Year-End","Visions",2025-06-09,"Morning","Friday","Post-COVID","Small",25,"Yes","Period","No","No"
"Second Presbyterian","2nd Pres Visions 2025-4-2",2025-04-08,736,397,54.61,1,0.14,0.25,9,2,0,"IRA","EmailBuilder","09:30:00","Let Your IRA Change the World","Active","IRA","Visions",2025-06-09,"Morning","Tuesday","Post-COVID","Small",29,"No","No Punctuation","No","No"
"Tyler Jr College","TJC_Visions_2024-12-08",2024-12-08,2341,792,46.1,61,3.55,7.7,623,38,0,NA,"EmailBuilder","09:30:00","In the Know: Gift Planning Updates from TJC","Active","Mixed/Other","Visions",2025-06-09,"Morning","Sunday","Post-COVID","Small",43,"Yes","No Punctuation","Yes","No"
"Tyler Jr College","TJC_Visions_2025-04-22",2025-04-22,2288,446,21.72,12,0.58,2.69,235,28,0,NA,"EmailBuilder","09:30:00","In the Know: Gift Planning Updates from TJC","Active","IRA","Visions",2025-06-09,"Morning","Tuesday","Post-COVID","Small",43,"Yes","No Punctuation","Yes","No"
"UC San Diego e-Tech","UCSD_e-Tech_3Q24 (1 of 4)",2024-08-21,566,200,38.1,54,10.29,27,41,6,0,NA,"EmailBuilder","06:31:00","UC San Diego Presents: Philanthropy News for Advisors","Active","Farmers and Ranchers","Professional
Advisor
Newsletter",2025-06-09,"Morning","Wednesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD_e-Tech_4Q24 (2 of 4)",2024-10-16,585,217,40.04,55,10.15,25.35,43,2,0,NA,"EmailBuilder","06:30:00","UC San Diego Presents: Philanthropy News for Advisors","Active","Wills","Professional
Advisor
Newsletter",2025-06-09,"Morning","Wednesday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UC San Diego e-Tech","UCSD Techniques 1Q25 (3/4)",2025-03-24,587,258,47.6,33,6.09,12.79,45,1,0,NA,"EmailBuilder","06:30:00","UC San Diego Presents: Philanthropy News for Advisors","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Morning","Monday","Post-COVID","Small",53,"Yes","No Punctuation","Yes","Yes"
"UMass","UMass Boston BestPractices TM 2024-06-12",2024-06-14,5288,1931,37.2,41,0.79,2.12,97,37,8,"Best Practices","EmailBuilder","10:30:00","Three tried-and-true gift practices.","Active","Best Practices","Donor-Centric
Target Mailer",2025-06-09,"Morning","Friday","Post-COVID","Large",36,"Yes","Period","No","No"
"UMass","UMass Chan BestPractices TM 2024-06-12",2024-06-14,2707,1207,45.31,44,1.65,3.65,43,23,3,"Best Practices","EmailBuilder","10:30:00","Three tried-and-true gift practices.","Active","Best Practices","Donor-Centric
Target Mailer",2025-06-09,"Morning","Friday","Post-COVID","Large",36,"Yes","Period","No","No"
"UMass","UMass Dartmouth BestPractices TM 2024-06-12",2024-06-14,4364,1310,30.88,37,0.87,2.82,122,32,0,"Best Practices","EmailBuilder","10:30:00","Three tried-and-true gift practices.","Active","Best Practices","Donor-Centric
Target Mailer",2025-06-09,"Morning","Friday","Post-COVID","Large",36,"Yes","Period","No","No"
"UMass","UMass Lowell BestPractices TM 2024-06-12",2024-06-14,303,100,33,1,0.33,1,0,0,0,"Best Practices","EmailBuilder","10:30:00","Three tried-and-true gift practices.","Active","Best Practices","Donor-Centric
Target Mailer",2025-06-09,"Afternoon","Friday","Post-COVID","Large",36,"Yes","Period","No","No"
"UMass","UMass Boston Legacy TM 2024-08-15",2024-08-20,5833,2472,42.98,22,0.38,0.89,81,36,8,"Wills","EmailBuilder","14:00:00","Shape your legacy. Secure our future.","Active","Wills","Donor-Centric
Target Mailer",2025-06-09,"Afternoon","Tuesday","Post-COVID","Large",37,"Yes","Period","No","No"
"UMass","UMass Dartmouth Legacy 2024-08-15",2024-08-20,5212,1931,38.71,39,0.78,2.02,224,57,9,"Wills","EmailBuilder","14:01:00","Shape your legacy. Secure our future.","Active","Wills","Donor-Centric
Target Mailer",2025-06-09,"Afternoon","Tuesday","Post-COVID","Large",37,"Yes","Period","No","No"
"UMass","UMass Lowell Legacy 2024-08-15",2024-08-20,1480,619,42.54,11,0.76,1.78,25,8,0,"Wills","EmailBuilder","14:02:00","Have you heard that August is Make-A-Will Month?","Active","Wills","Donor-Centric
Target Mailer",2025-06-09,"Afternoon","Tuesday","Post-COVID","Large",48,"Yes","Question","No","No"
"UMass","UMass Techniques 4Q24 (4/4)",2024-10-18,350,151,46.75,60,18.58,39.74,27,1,0,"Wills","EmailBuilder","09:30:00","Talking to Clients About Giving Through Wills and Trusts","Active","Wills","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Large",56,"No","No Punctuation","No","Yes"
"UMass","UMass Lowell YE 2024-11-25",2024-11-25,2972,1156,42.1,34,1.24,2.94,226,46,4,"Year End","EmailBuilder","09:30:00","Celebrate. Reflect. Give.","Active","Year-End","Donor-Centric
Target Mailer",2025-06-09,"Morning","Monday","Post-COVID","Large",25,"Yes","Period","No","No"
"UMass","UMass Dartmouth YE 2024-11-25",2024-11-25,4697,1511,33.48,27,0.6,1.79,184,34,2,"Year End","EmailBuilder","09:30:00","Celebrate. Reflect. Give.","Active","Year-End","Donor-Centric
Target Mailer",2025-06-09,"Morning","Monday","Post-COVID","Large",25,"Yes","Period","No","No"
"UMass","UMass Chan YE 2024-11-25",2024-11-25,2767,1347,49.39,22,0.81,1.63,40,26,8,"Year End","EmailBuilder","09:30:00","Enjoy useful tax advantages. Make a meaningful difference.","Active","Year-End","Donor-Centric
Target Mailer",2025-06-09,"Morning","Monday","Post-COVID","Large",58,"Yes","Period","No","No"
"UMass","UMass Boston YE TM 2024-11-25",2024-11-25,21377,5940,28.67,70,0.34,1.18,661,88,12,"Year End","EmailBuilder","13:02:00","Celebrate. Reflect. Give.","Active","Year-End","Donor-Centric
Target Mailer",2025-06-09,"Morning","Monday","Post-COVID","Large",25,"Yes","Period","No","No"
"UMass","UMass Dartmouth Tax Time TM 2025-4-10",2025-04-10,4631,1733,38.95,27,0.61,1.56,182,29,0,"Tax Time","EmailBuilder","10:30:00","Give Wisely, Impact Greatly","Active","Tax Time","Donor-Centric
Target Mailer",2025-06-09,"Morning","Thursday","Post-COVID","Large",27,"Yes","No Punctuation","No","No"
"UMass","UMass Lowell Tax Time TM 2025-4-10",2025-04-10,2816,939,35.45,26,0.98,2.77,167,14,0,"Tax Time","EmailBuilder","10:30:00","Give Wisely, Impact Greatly","Active","Tax Time","Donor-Centric
Target Mailer",2025-06-09,"Morning","Thursday","Post-COVID","Large",27,"Yes","No Punctuation","No","No"
"UMass","UMass Boston Tax Time TM 2025-4-10",2025-04-10,7517,3481,46.89,18,0.24,0.52,94,45,1,"Tax Time","EmailBuilder","10:31:00","Give Wisely, Impact Greatly","Active","Tax Time","Donor-Centric
Target Mailer",2025-06-09,"Morning","Thursday","Post-COVID","Large",27,"Yes","No Punctuation","No","No"
"UMass Law","UMass Law Techniques 2024-Summer",2024-09-11,357,183,57.37,32,10.03,17.49,38,5,0,"Life Income Gifts","EmailBuilder","09:30:00","UMass Law Techniques: Life Income Gift Options","Active","Life Income Gifts","Professional
Advisor
Newsletter",2025-06-09,"Morning","Wednesday","Post-COVID","Small",46,"Yes","No Punctuation","No","Yes"
"UMass Law","UMass Law Techniques 4Q24 (2/4)",2024-12-11,344,157,49.22,77,24.14,49.04,25,7,0,"Wills and Trusts","EmailBuilder","09:30:00","Talking to Clients About Giving Through Wills and Trusts","Active","Wills","Professional
Advisor
Newsletter",2025-06-09,"Morning","Wednesday","Post-COVID","Small",56,"No","No Punctuation","No","Yes"
"UMass Law","UMass Law Techniques 1Q25 (3/4)",2025-03-27,332,165,54.46,104,34.32,63.03,29,2,0,"Appreciated assets","EmailBuilder","09:30:00","Help Your Clients Turn a Tax Hit Into a Tax Advantage.","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Afternoon","Thursday","Post-COVID","Small",54,"Yes","Period","No","Yes"
"UNC Chapel Hill","UNC e-Tech 4Q2024 (1 of 4) 10/25/24",2024-10-25,199,66,36.67,35,19.44,53.03,19,0,0,NA,"EmailBuilder","09:30:00","UNC-Chapel Hill Techniques Newsletter","Active","Wills","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Small",37,"Yes","No Punctuation","Yes","Yes"
"UNC Chapel Hill","UNC Techniques 1Q25 (2/4)",2025-03-21,206,81,44.75,41,22.65,50.62,25,0,0,NA,"EmailBuilder","09:30:00","UNC-Chapel Hill Techniques Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Small",37,"Yes","No Punctuation","Yes","Yes"
"Univ New Mexico Foundation","UNM Foundation Techniques 3Q24",2024-09-10,64,39,61.9,16,25.4,41.03,1,1,0,NA,"EmailBuilder","15:46:00","UNM Foundation presents: Techniques","Active","Farmers and Ranchers","Professional
Advisor
Newsletter",2025-06-09,"Afternoon","Tuesday","Post-COVID","Small",35,"Yes","No Punctuation","Yes","Yes"
"Univ New Mexico Foundation","UNM Foundation Techniques 4Q24 (1/4)",2024-12-03,199,94,48.7,39,20.21,41.49,6,2,0,NA,"EmailBuilder","10:00:00","UNM Foundation presents: Techniques","Active","Wills","Professional
Advisor
Newsletter",2025-06-09,"Morning","Tuesday","Post-COVID","Small",35,"Yes","No Punctuation","Yes","Yes"
"Univ New Mexico Foundation","UNM Foundation Techniques 1Q25 (2/4)",2025-03-14,215,125,60.1,21,10.1,16.8,7,3,0,NA,"EmailBuilder","09:30:00","UNM Foundation presents: Techniques","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Small",35,"Yes","No Punctuation","Yes","Yes"
"Univ Richmond","UR Legacy 2024-11-25",2024-11-25,3874,1794,47.59,26,0.69,1.45,104,2,0,NA,"EmailBuilder","09:00:00","Shape Your Legacy and Our Future","Active","Mixed/Other","Donor-Centric
Target Mailer",2025-06-09,"Morning","Monday","Post-COVID","Large",32,"No","No Punctuation","No","No"
"Univ South Carolina","USC Techniques 2Q24 05/24/2024",2024-05-24,4629,1412,32.77,270,6.27,19.12,320,20,3,NA,"EmailBuilder","13:01:00","USC Techniques: Exploring Differences in Life Income Gifts","Active","Life Income Gifts","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Large",58,"Yes","No Punctuation","No","Yes"
"Univ South Carolina","USC Techniques 3Q24 9/13/24",2024-09-13,4579,1280,30.11,288,6.77,22.5,328,11,4,NA,"EmailBuilder","09:30:00","USC Techniques: Unique Giving Options for Farmers and Ranchers","Active","Farmers and Ranchers","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Large",62,"Yes","No Punctuation","No","Yes"
"Univ South Carolina","USC Techniques 2Q25 (1 of 4)",2025-05-22,4513,1343,31.98,148,3.52,11.02,314,17,1,NA,"EmailBuilder","09:30:00","USC Techniques: Gifts Gone Wrong! Real Cases, Lessons Learned","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Morning","Thursday","Post-COVID","Large",61,"Yes","No Punctuation","No","Yes"
"Univ South Carolina UPSTATE","USC Upstate Visions 2024-11-12",2024-11-12,4955,1349,31.85,39,0.92,2.89,720,59,2,NA,"EmailBuilder","09:30:00","USC Upstate Presents: Visions in Personal Planning","Active","Year-End","Visions",2025-06-09,"Morning","Tuesday","Post-COVID","Large",50,"Yes","No Punctuation","Yes","No"
"Univ South Carolina UPSTATE","USC Upstate Visions 2025-4-17",2025-04-17,4095,818,26.47,31,1,3.79,1005,33,0,NA,"EmailBuilder","09:30:00","USC Upstate Presents: Visions in Personal Planning","Active","IRA","Visions",2025-06-09,"Morning","Thursday","Post-COVID","Large",50,"Yes","No Punctuation","Yes","No"
"University of Denver","University of Denver Techniques 2024-2Q (4 of 4)",2024-06-07,1144,595,54.74,354,32.57,59.5,57,4,0,NA,"Template","09:30:00","DU Techniques: Exploring Differences in Life Income Gifts","Active","Life Income Gifts","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Small",57,"Yes","No Punctuation","No","Yes"
"University of Denver","University of Denver Techniques 2024-3Q (1 of 4)",2024-09-06,1276,630,52.24,341,28.28,54.13,70,7,0,NA,"Template","09:30:00","DU Techniques: Unique Giving Options for Farmers and Ranchers","Active","Farmers and Ranchers","Professional
Advisor
Newsletter",2025-06-09,"Afternoon","Friday","Post-COVID","Small",61,"Yes","No Punctuation","No","Yes"
"University of Denver","University of Denver Techniques 2024-4Q (2 of 4)",2024-12-20,1239,733,62.38,486,41.36,66.3,64,6,0,NA,"Template","13:45:00","DU Techniques: Giving Through Wills and Trusts","Active","Wills","Professional
Advisor
Newsletter",2025-06-09,"Afternoon","Friday","Post-COVID","Small",46,"Yes","No Punctuation","No","Yes"
"University of Denver","University of Denver Techniques 1Q25 (3/4)",2025-03-26,1209,755,65.42,407,35.27,53.91,55,5,0,NA,"Template","09:30:00","DU Techniques: Gifts of Appreciated Assets","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Morning","Wednesday","Post-COVID","Small",42,"Yes","No Punctuation","No","Yes"
"WKU","WKU Techniques 3Q24 (2of4)",2024-09-11,188,113,65.7,41,23.84,36.28,16,0,0,NA,"EmailBuilder","08:30:00","College Heights Foundation TECHNIQUES Newsletter","Active","Farmers and Ranchers","Professional
Advisor
Newsletter",2025-06-09,"Morning","Wednesday","Post-COVID","Small",48,"No","No Punctuation","Yes","Yes"
"WKU","WKU Techniques 4Q24 (3of4)",2024-11-15,179,91,55.15,22,13.33,24.18,14,0,0,NA,"EmailBuilder","08:30:00","College Heights Foundation TECHNIQUES Newsletter","Active","Wills","Professional
Advisor
Newsletter",2025-06-09,"Morning","Friday","Post-COVID","Small",48,"No","No Punctuation","Yes","Yes"
"WKU","WKU Techniques 1Q25 (4/4)",2025-03-26,197,103,57.54,28,15.64,27.18,18,4,0,NA,"EmailBuilder","08:00:00","College Heights Foundation TECHNIQUES Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Morning","Wednesday","Post-COVID","Small",48,"No","No Punctuation","Yes","Yes"
"WKU","WKU Techniques 2Q25 (1 of 4)",2025-05-27,189,109,62.64,41,23.56,37.61,15,0,0,NA,"EmailBuilder","08:30:00","College Heights Foundation TECHNIQUES Newsletter","Active","Mixed/Other","Professional
Advisor
Newsletter",2025-06-09,"Morning","Tuesday","Post-COVID","Small",48,"No","No Punctuation","Yes","Yes"
